subject_folder	mapping_participant	mapping_file	trial_index	block	trial_in_block	trigger	category	mapped_path	exact_image_path	image_found	is_repeat	expected_presentations_for_trigger
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	56	3	16	1101	boat	images_THINGS/object_images/boat/boat_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/boat/boat_08s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	57	3	17	1132	polar_bear	images_THINGS/object_images/polar_bear/polar_bear_18s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/polar_bear/polar_bear_18s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	58	3	18	1047	drawer	images_THINGS/object_images/drawer/drawer_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/drawer/drawer_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	59	3	19	1026	asparagus	images_THINGS/object_images/asparagus/asparagus_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/asparagus/asparagus_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	60	3	20	1046	tiramisu	images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	61	4	1	1110	jet	images_THINGS/object_images/jet/jet_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/jet/jet_04s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	62	4	2	1149	mole	images_THINGS/object_images/mole/mole_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/mole/mole_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	63	4	3	1023	wolf	images_THINGS/object_images/wolf/wolf_12n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/wolf/wolf_12n.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	64	4	4	1125	sundae	images_THINGS/object_images/sundae/sundae_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sundae/sundae_09s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	65	4	5	1037	steamroller	images_THINGS/object_images/steamroller/steamroller_11n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/steamroller/steamroller_11n.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	66	4	6	1120	owl	images_THINGS/object_images/owl/owl_19s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/owl/owl_19s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	67	4	7	1015	moose	images_THINGS/object_images/moose/moose_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/moose/moose_02s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	68	4	8	1121	sunglasses	images_THINGS/object_images/sunglasses/sunglasses_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sunglasses/sunglasses_06s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	69	4	9	1049	rat	images_THINGS/object_images/rat/rat_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/rat/rat_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	70	4	10	1032	pants	images_THINGS/object_images/pants/pants_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pants/pants_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	71	4	11	1063	car	images_THINGS/object_images/car/car_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/car/car_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	72	4	12	1118	candy_bar	images_THINGS/object_images/candy_bar/candy_bar_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/candy_bar/candy_bar_09s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	73	4	13	1092	bunkbed	images_THINGS/object_images/bunkbed/bunkbed_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bunkbed/bunkbed_02s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	74	4	14	1038	cupcake	images_THINGS/object_images/cupcake/cupcake_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cupcake/cupcake_07s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	75	4	15	1061	taco	images_THINGS/object_images/taco/taco_06n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/taco/taco_06n.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	76	4	16	1130	showerhead	images_THINGS/object_images/showerhead/showerhead_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/showerhead/showerhead_05s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	77	4	17	1143	mango	images_THINGS/object_images/mango/mango_16s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/mango/mango_16s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	78	4	18	1123	sorbet	images_THINGS/object_images/sorbet/sorbet_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sorbet/sorbet_05s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	79	4	19	1013	banana	images_THINGS/object_images/banana/banana_13s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/banana/banana_13s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	80	4	20	1139	earwig	images_THINGS/object_images/earwig/earwig_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/earwig/earwig_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	81	5	1	1079	puppy	images_THINGS/object_images/puppy/puppy_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/puppy/puppy_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	82	5	2	1082	necklace	images_THINGS/object_images/necklace/necklace_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/necklace/necklace_11s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	83	5	3	1131	eel	images_THINGS/object_images/eel/eel_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/eel/eel_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	84	5	4	1143	mango	images_THINGS/object_images/mango/mango_16s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/mango/mango_16s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	85	5	5	1109	wasp	images_THINGS/object_images/wasp/wasp_09n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/wasp/wasp_09n.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	86	5	6	1046	tiramisu	images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	87	5	7	1133	cockatoo	images_THINGS/object_images/cockatoo/cockatoo_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cockatoo/cockatoo_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	88	5	8	1002	pea	images_THINGS/object_images/pea/pea_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pea/pea_10s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	89	5	9	1135	pony	images_THINGS/object_images/pony/pony_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pony/pony_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	90	5	10	1125	sundae	images_THINGS/object_images/sundae/sundae_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sundae/sundae_09s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	91	5	11	1124	nightshirt	images_THINGS/object_images/nightshirt/nightshirt_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/nightshirt/nightshirt_11s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	92	5	12	1140	kayak	images_THINGS/object_images/kayak/kayak_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kayak/kayak_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	93	5	13	1059	zucchini	images_THINGS/object_images/zucchini/zucchini_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/zucchini/zucchini_02s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	94	5	14	1040	panda	images_THINGS/object_images/panda/panda_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/panda/panda_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	95	5	15	1061	taco	images_THINGS/object_images/taco/taco_06n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/taco/taco_06n.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	96	5	16	1107	omelet	images_THINGS/object_images/omelet/omelet_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/omelet/omelet_06s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	97	5	17	1086	pasta	images_THINGS/object_images/pasta/pasta_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pasta/pasta_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	98	5	18	1010	pineapple	images_THINGS/object_images/pineapple/pineapple_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pineapple/pineapple_08s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	99	5	19	1127	space_shuttle	images_THINGS/object_images/space_shuttle/space_shuttle_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/space_shuttle/space_shuttle_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	100	5	20	1155	kale	images_THINGS/object_images/kale/kale_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kale/kale_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	101	6	1	1152	speedboat	images_THINGS/object_images/speedboat/speedboat_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/speedboat/speedboat_06s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	102	6	2	1008	keyboard	images_THINGS/object_images/keyboard/keyboard_13s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/keyboard/keyboard_13s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	103	6	3	1042	eagle	images_THINGS/object_images/eagle/eagle_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/eagle/eagle_08s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	104	6	4	1028	meatball	images_THINGS/object_images/meatball/meatball_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/meatball/meatball_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	105	6	5	1062	antelope	images_THINGS/object_images/antelope/antelope_12n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/antelope/antelope_12n.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	106	6	6	1085	frog	images_THINGS/object_images/frog/frog_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/frog/frog_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	107	6	7	1074	cobra	images_THINGS/object_images/cobra/cobra_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cobra/cobra_07s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	108	6	8	1103	blazer	images_THINGS/object_images/blazer/blazer_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/blazer/blazer_05s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	109	6	9	1017	carrot	images_THINGS/object_images/carrot/carrot_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/carrot/carrot_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	110	6	10	1126	helicopter	images_THINGS/object_images/helicopter/helicopter_20s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/helicopter/helicopter_20s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	111	6	11	1106	swordfish	images_THINGS/object_images/swordfish/swordfish_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/swordfish/swordfish_07s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	112	6	12	1068	radio	images_THINGS/object_images/radio/radio_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/radio/radio_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	113	6	13	1100	champagne	images_THINGS/object_images/champagne/champagne_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/champagne/champagne_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	114	6	14	1084	cheetah	images_THINGS/object_images/cheetah/cheetah_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheetah/cheetah_06s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	115	6	15	1120	owl	images_THINGS/object_images/owl/owl_19s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/owl/owl_19s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	116	6	16	1129	workbench	images_THINGS/object_images/workbench/workbench_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/workbench/workbench_07s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	117	6	17	1053	reindeer	images_THINGS/object_images/reindeer/reindeer_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/reindeer/reindeer_14s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	118	6	18	1039	sailboat	images_THINGS/object_images/sailboat/sailboat_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sailboat/sailboat_07s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	119	6	19	1111	creme_brulee	images_THINGS/object_images/creme_brulee/creme_brulee_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/creme_brulee/creme_brulee_01b.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	120	6	20	1012	burrito	images_THINGS/object_images/burrito/burrito_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/burrito/burrito_07s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	121	7	1	1067	taffy	images_THINGS/object_images/taffy/taffy_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/taffy/taffy_11s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	122	7	2	1084	cheetah	images_THINGS/object_images/cheetah/cheetah_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheetah/cheetah_06s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	123	7	3	1082	necklace	images_THINGS/object_images/necklace/necklace_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/necklace/necklace_11s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	124	7	4	1051	yacht	images_THINGS/object_images/yacht/yacht_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/yacht/yacht_05s.jpg	True	False	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	125	7	5	1091	kitten	images_THINGS/object_images/kitten/kitten_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kitten/kitten_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	126	7	6	1081	police_car	images_THINGS/object_images/police_car/police_car_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/police_car/police_car_14s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	127	7	7	1154	chandelier	images_THINGS/object_images/chandelier/chandelier_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/chandelier/chandelier_10s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	128	7	8	1087	bathrobe	images_THINGS/object_images/bathrobe/bathrobe_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bathrobe/bathrobe_12s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	129	7	9	1065	cabinet	images_THINGS/object_images/cabinet/cabinet_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cabinet/cabinet_07s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	130	7	10	1114	spinach	images_THINGS/object_images/spinach/spinach_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/spinach/spinach_09s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	131	7	11	1138	ping-pong_table	images_THINGS/object_images/ping-pong_table/ping-pong_table_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/ping-pong_table/ping-pong_table_10s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	132	7	12	1113	firetruck	images_THINGS/object_images/firetruck/firetruck_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/firetruck/firetruck_04s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	133	7	13	1021	tea	images_THINGS/object_images/tea/tea_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/tea/tea_10s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	134	7	14	1023	wolf	images_THINGS/object_images/wolf/wolf_12n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/wolf/wolf_12n.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	135	7	15	1093	duckling	images_THINGS/object_images/duckling/duckling_25s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/duckling/duckling_25s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	136	7	16	1146	cheesecake	images_THINGS/object_images/cheesecake/cheesecake_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheesecake/cheesecake_06s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	137	7	17	1045	goose	images_THINGS/object_images/goose/goose_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/goose/goose_08s.jpg	True	True	2
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	138	7	18	1156	coconut	images_THINGS/object_images/coconut/coconut_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/coconut/coconut_08s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	139	7	19	1058	loveseat	images_THINGS/object_images/loveseat/loveseat_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/loveseat/loveseat_10s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	140	7	20	1055	seagull	images_THINGS/object_images/seagull/seagull_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/seagull/seagull_11s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	141	8	1	1056	leggings	images_THINGS/object_images/leggings/leggings_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/leggings/leggings_02s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	142	8	2	1054	bathtub	images_THINGS/object_images/bathtub/bathtub_18s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bathtub/bathtub_18s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	143	8	3	1034	bracelet1	images_THINGS/object_images/bracelet1/bracelet1_18s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bracelet1/bracelet1_18s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	144	8	4	1003	shorts	images_THINGS/object_images/shorts/shorts_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/shorts/shorts_14s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	145	8	5	1078	sea_urchin	images_THINGS/object_images/sea_urchin/sea_urchin_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sea_urchin/sea_urchin_08s.jpg	True	False	1
P05	Alper_03062026	lab_data/P05/Alper_03062026_EEG_recon_2026-06-03_13h00.00.076_image_mapping.json	146	8	6	1105	gorilla	images_THINGS/object_images/gorilla/gorilla_19s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/gorilla/gorilla_19s.jpg	True	False	1
