subject_folder	csv_path	trial_index_csv	trigger	category	show_image_duration_s	image_stimulus_duration_s	pre_fixation_s	post_image_delay_s	image_onset_interval_s
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	72	1118	candy_bar	3.9865740999998707		1.9089883000001464	0.24949800000104005	5.780897799999821
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	73	1092	bunkbed	3.990831000000071		1.5510317999996914	0.24971159999995507	5.894950700000209
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	74	1038	cupcake	3.942801099999997		1.6614432000001216	0.24973939999972572	6.097197300000062
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	75	1061	taco	3.984704899999997		1.9111096999999972	0.24986330000001544	5.93071639999971
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	76	1130	showerhead	3.9914785999999367		1.702921300000071	0.24988690000009228	5.879398999999921
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	77	1143	mango	3.9874791000002006		1.645070399999895	0.24906119999923249	6.166240599999583
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	78	1123	sorbet	3.9875415000005887		1.9361336000001756	0.2497152999994796	6.095438800000011
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	79	1013	banana	3.988965300000018		1.864946599999712	0.25015280000025086	5.742923200000405
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	80	1139	earwig	3.9896991999994498		1.5102563000000373	0.2533468999999968	21.487460100000135
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	81	1079	puppy	3.988552400000117		1.5023583000001963	0.24931870000000345	6.118229799999426
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	82	1082	necklace	3.9882892000005086		1.8870662999997876	0.2494194000000789	5.917806700000256
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	83	1131	eel	3.9873826000002737		1.6867509000003338	0.2496218999995108	5.9661152999997284
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	84	1143	mango	3.9862111000002187		1.735863299999437	0.24977899999976216	6.177525600000081
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	85	1109	wasp	3.975913400000536		1.9481096999998044	0.2491569999992862	5.770001500000944
P06	lab_data/P06/P06_EEG_recon_2026-06-08_09h54.33.227.csv	86	1046	tiramisu	3.990405699999428		1.5512917000005473	0.24926700000014534	6.124659399999473
