row	subject_folder	trigger	category	is_repeat	epoch_valid	artifact_status	usable_after_rejection	peak_abs_uv	rms_uv	mean_uv	std_uv
326	P05	1154	chandelier	False	True	pass	True	93.162918	10.741842	0.000032	10.741842
327	P05	1087	bathrobe	False	True	pass	True	91.551064	8.994396	-0.000016	8.994396
328	P05	1065	cabinet	False	True	pass	True	41.862228	8.075123	0.000020	8.075124
329	P05	1114	spinach	False	True	pass	True	53.104332	5.611275	0.000003	5.611275
330	P05	1138	ping-pong_table	False	True	pass	True	19.513107	5.505998	-0.000028	5.505998
331	P05	1113	firetruck	False	True	pass	True	82.815392	8.497738	0.000012	8.497738
332	P05	1021	tea	False	True	pass	True	32.128586	6.693147	0.000020	6.693147
333	P05	1023	wolf	True	True	pass	True	83.032097	7.500751	0.000015	7.500751
334	P05	1093	duckling	False	True	pass	True	20.241915	5.713905	-0.000024	5.713905
335	P05	1146	cheesecake	False	True	pass	True	26.659723	7.337500	-0.000011	7.337499
336	P05	1045	goose	True	True	pass	True	82.063957	8.872853	0.000001	8.872853
337	P05	1156	coconut	False	True	pass	True	74.029190	7.073258	-0.000025	7.073258
338	P05	1058	loveseat	False	True	pass	True	103.083893	10.939385	0.000012	10.939385
339	P05	1055	seagull	False	True	pass	True	142.057968	15.889722	-0.000002	15.889722
340	P05	1056	leggings	False	True	pass	True	70.725876	8.020577	0.000005	8.020577
341	P05	1054	bathtub	False	True	pass	True	39.956829	6.947315	-0.000012	6.947315
342	P05	1034	bracelet1	False	True	pass	True	75.766098	7.423213	0.000017	7.423213
343	P05	1003	shorts	False	True	pass	True	84.480507	7.467192	0.000010	7.467192
344	P05	1078	sea_urchin	False	True	pass	True	74.002129	8.390664	-0.000008	8.390664
345	P05	1105	gorilla	False	True	pass	True	76.331230	6.674773	-0.000008	6.674773
346	P05	1129	workbench	True	True	pass	True	81.904991	7.659960	0.000040	7.659960
347	P05	1088	slipper	False	True	pass	True	72.146156	8.268497	0.000028	8.268497
348	P05	1102	crab	False	True	pass	True	82.731018	8.217694	0.000027	8.217694
349	P05	1033	helmet	False	True	pass	True	77.574326	9.436152	0.000010	9.436152
350	P05	1141	peach	False	True	pass	True	13.278662	4.092228	0.000001	4.092228
351	P05	1130	showerhead	True	True	pass	True	67.976845	10.583963	0.000009	10.583963
352	P05	1150	chick	True	True	pass	True	28.929510	6.399282	0.000006	6.399282
353	P05	1145	rocking_chair	True	True	pass	True	79.618752	9.116673	0.000015	9.116673
354	P05	1094	onion	False	True	pass	True	73.988472	7.241870	0.000018	7.241870
355	P05	1153	donut	False	True	pass	True	155.353943	15.716583	-0.000004	15.716582
356	P05	1027	memory_stick	False	True	pass	True	82.204819	9.448773	0.000034	9.448774
357	P05	1014	shark	False	True	pass	True	85.053093	10.121497	0.000023	10.121497
358	P05	1025	llama	False	True	pass	True	25.721212	7.094023	-0.000021	7.094023
359	P05	1148	broccoli	False	True	pass	True	18.646154	4.907962	0.000024	4.907962
360	P05	1147	lemonade	True	True	pass	True	37.408268	7.685037	0.000028	7.685037
361	P05	1083	shirt	False	True	pass	True	31.228853	8.003834	0.000003	8.003835
362	P05	1041	octopus	False	True	pass	True	18.167545	5.255668	-0.000024	5.255668
363	P05	1018	coffee	False	True	pass	True	29.664965	6.936532	0.000023	6.936532
364	P05	1136	snake	False	True	pass	True	87.625084	8.185779	-0.000023	8.185779
365	P05	1044	raccoon	False	True	pass	True	85.008255	8.452213	0.000013	8.452213
366	P05	1027	memory_stick	True	True	pass	True	97.907272	11.359422	-0.000004	11.359423
367	P05	1128	toad	False	True	pass	True	21.561495	5.061781	-0.000004	5.061781
368	P05	1043	ostrich	False	True	pass	True	74.244614	8.135882	0.000001	8.135882
369	P05	1099	tricycle	False	True	pass	True	18.122412	4.466116	-0.000015	4.466116
370	P05	1117	hamster	False	True	pass	True	80.016663	8.816802	-0.000002	8.816802
371	P05	1030	puffin	False	True	pass	True	22.452435	4.938318	0.000032	4.938318
372	P05	1080	camcorder	False	True	pass	True	25.907566	6.933342	-0.000006	6.933342
373	P05	1070	dragonfly	False	True	pass	True	75.653564	7.856268	-0.000018	7.856268
374	P05	1007	mirror	False	True	pass	True	86.250244	8.753895	0.000014	8.753895
375	P05	1059	zucchini	True	True	pass	True	73.082207	7.965576	0.000015	7.965576
376	P05	1158	bulldozer	False	True	pass	True	94.841591	9.251504	0.000039	9.251504
377	P05	1051	yacht	True	True	pass	True	81.004776	8.306254	0.000017	8.306254
378	P05	1076	groundhog	False	True	pass	True	92.593697	9.320974	0.000001	9.320974
379	P05	1122	webcam	False	True	pass	True	84.535164	8.049702	-0.000002	8.049702
380	P05	1052	wallpaper	True	True	pass	True	21.595156	4.794060	0.000014	4.794060
381	P05	1142	piglet	False	True	pass	True	22.475210	5.932610	-0.000003	5.932609
382	P05	1064	fly	False	True	pass	True	68.691925	8.471339	0.000003	8.471339
383	P05	1060	squirrel	True	True	pass	True	71.672119	7.388811	-0.000008	7.388811
384	P05	1048	sombrero	False	True	pass	True	82.433533	8.206016	-0.000024	8.206015
385	P05	1009	papaya	False	True	pass	True	78.716736	8.358777	0.000018	8.358777
386	P05	1072	blackberry	False	True	pass	True	22.983412	5.406255	-0.000004	5.406255
387	P05	1089	unicycle	False	True	pass	True	17.732462	4.892237	0.000002	4.892237
388	P05	1075	filing_cabinet	False	True	pass	True	79.588982	8.653055	0.000040	8.653055
389	P05	1029	sheep	False	True	pass	True	162.787842	13.437170	0.000005	13.437170
390	P05	1069	rollerblade	False	True	pass	True	73.883774	7.798866	0.000010	7.798866
391	P05	1126	helicopter	True	True	pass	True	18.216547	4.669043	0.000023	4.669043
392	P05	1019	videocassette	False	True	pass	True	79.248940	10.101822	0.000031	10.101822
393	P05	1005	ottoman	False	True	pass	True	26.733923	7.495914	0.000008	7.495914
394	P05	1116	praying_mantis	False	True	pass	True	50.343422	7.644853	-0.000027	7.644852
395	P05	1022	shoe	False	True	pass	True	76.351738	9.815015	-0.000010	9.815016
396	P05	1066	giraffe	False	True	pass	True	80.351532	10.442369	0.000008	10.442369
397	P05	1004	dalmatian	False	True	pass	True	82.155876	8.840026	0.000013	8.840025
398	P05	1157	barnacle	True	True	pass	True	74.497658	7.679897	0.000034	7.679898
399	P05	1024	lab_coat	False	True	pass	True	27.506086	6.694930	0.000013	6.694930
400	P06	1096	beaver	False	True	pass	True	118.760681	18.630360	0.000021	18.630360
401	P06	1124	nightshirt	False	True	pass	True	126.311195	16.938522	0.000022	16.938522
402	P06	1006	cardinal	False	True	pass	True	76.843346	9.676182	-0.000017	9.676182
403	P06	1071	mongoose	False	True	pass	True	136.884354	27.140671	0.000008	27.140673
404	P06	1077	bison	False	True	pass	True	55.167675	11.208024	0.000011	11.208024
405	P06	1159	pear	False	True	pass	True	157.760193	34.421234	0.000009	34.421234
406	P06	1062	antelope	False	True	pass	True	135.231308	38.096054	-0.000019	38.096054
407	P06	1145	rocking_chair	False	True	pass	True	54.248222	11.827974	-0.000022	11.827974
408	P06	1015	moose	False	True	pass	True	44.218025	7.684187	-0.000003	7.684186
409	P06	1092	bunkbed	False	True	pass	True	52.578808	9.957565	0.000021	9.957565
410	P06	1001	limousine	False	True	pass	True	32.283009	7.338918	0.000012	7.338918
411	P06	1160	clam	False	True	pass	True	69.302422	12.757974	-0.000005	12.757974
412	P06	1020	television	False	True	pass	True	42.043633	9.442481	-0.000000	9.442481
413	P06	1104	speaker	False	True	pass	True	31.456427	9.221140	0.000001	9.221141
414	P06	1134	sleeping_bag	False	True	pass	True	131.837189	15.556359	-0.000011	15.556359
415	P06	1147	lemonade	False	True	pass	True	123.941429	9.378166	0.000030	9.378166
416	P06	1121	sunglasses	False	True	pass	True	34.367268	8.255847	0.000007	8.255847
417	P06	1035	lizard	False	True	pass	True	33.779118	6.131800	0.000011	6.131800
418	P06	1052	wallpaper	False	True	pass	True	43.002747	12.333649	0.000023	12.333649
419	P06	1132	polar_bear	False	True	pass	True	34.255211	7.359790	0.000019	7.359790
420	P06	1071	mongoose	True	True	pass	True	93.211395	25.295708	0.000016	25.295710
421	P06	1150	chick	False	True	pass	True	38.762547	7.383055	-0.000036	7.383055
422	P06	1134	sleeping_bag	True	True	pass	True	27.748236	5.919521	0.000018	5.919521
423	P06	1053	reindeer	False	True	pass	True	28.613911	7.291791	-0.000032	7.291792
424	P06	1060	squirrel	False	True	pass	True	29.930878	6.154652	-0.000003	6.154652
425	P06	1001	limousine	True	True	pass	True	20.780626	5.217632	0.000034	5.217632
426	P06	1115	marshmallow	False	True	pass	True	90.785172	8.638425	-0.000013	8.638426
427	P06	1159	pear	True	True	pass	True	23.344376	5.353321	-0.000033	5.353321
428	P06	1012	burrito	False	True	pass	True	33.418484	6.451182	0.000028	6.451182
429	P06	1036	ladybug	False	True	pass	True	64.615181	14.353464	0.000051	14.353464
430	P06	1045	goose	False	True	pass	True	43.500820	8.591073	-0.000023	8.591074
431	P06	1095	mouse2	False	True	pass	True	25.477955	7.398335	0.000030	7.398335
432	P06	1144	tarantula	False	True	pass	True	29.482727	6.522555	-0.000035	6.522555
433	P06	1057	eggnog	False	True	pass	True	20.588598	5.348609	0.000078	5.348609
434	P06	1112	hard_disk	False	True	pass	True	27.036695	5.980741	0.000024	5.980741
435	P06	1108	possum	False	True	pass	True	33.737221	7.454942	-0.000004	7.454942
436	P06	1160	clam	True	True	pass	True	101.790871	24.772587	0.000010	24.772587
437	P06	1031	fish	False	True	pass	True	22.707724	4.766485	0.000010	4.766485
438	P06	1016	ant	False	True	pass	True	34.397511	7.740187	0.000001	7.740187
439	P06	1118	candy_bar	False	True	pass	True	23.897501	4.959016	0.000012	4.959016
440	P06	1050	artichoke	False	True	pass	True	85.268013	18.805439	0.000026	18.805441
441	P06	1157	barnacle	False	True	pass	True	24.332087	5.870092	-0.000020	5.870092
442	P06	1098	stool	False	True	pass	True	79.348656	8.624803	-0.000062	8.624803
443	P06	1073	bull	False	True	pass	True	53.106533	10.431136	0.000104	10.431137
444	P06	1020	television	True	True	pass	True	45.305916	11.768371	-0.000010	11.768371
445	P06	1151	tractor	False	True	pass	True	38.726830	7.353275	-0.000051	7.353275
446	P06	1119	star_fruit	False	True	pass	True	22.640535	4.489008	-0.000079	4.489008
447	P06	1011	raspberry	False	True	pass	True	77.721893	8.443198	0.000021	8.443198
448	P06	1137	lamb	False	True	pass	True	123.098251	28.483212	-0.000013	28.483213
449	P06	1104	speaker	True	True	pass	True	91.670486	17.901762	0.000062	17.901762
450	P06	1110	jet	False	True	pass	True	151.801987	32.254398	-0.000042	32.254398
451	P06	1144	tarantula	True	True	pass	True	43.259666	10.355050	0.000089	10.355050
452	P06	1006	cardinal	True	True	pass	True	24.443102	5.193706	-0.000076	5.193706
453	P06	1097	sandwich	False	True	pass	True	22.190493	5.806339	0.000043	5.806339
454	P06	1090	garlic	False	True	pass	True	25.194368	5.451469	0.000007	5.451469
455	P06	1101	boat	False	True	pass	True	29.941267	5.990170	-0.000036	5.990170
456	P06	1132	polar_bear	True	True	pass	True	96.016052	20.099213	-0.000045	20.099213
457	P06	1047	drawer	False	True	pass	True	66.717621	17.754736	0.000156	17.754734
458	P06	1026	asparagus	False	True	pass	True	34.088448	8.337738	-0.000029	8.337738
459	P06	1046	tiramisu	False	True	pass	True	22.501385	5.710814	-0.000079	5.710814
460	P06	1110	jet	True	True	pass	True	116.683037	19.450298	-0.000017	19.450298
461	P06	1149	mole	False	True	pass	True	86.205681	20.413904	0.000004	20.413904
462	P06	1023	wolf	False	True	pass	True	52.193668	10.921880	-0.000120	10.921880
463	P06	1125	sundae	False	True	pass	True	123.764748	21.384258	0.000068	21.384258
464	P06	1037	steamroller	False	True	pass	True	34.343220	7.512650	-0.000041	7.512650
465	P06	1120	owl	False	True	pass	True	22.373642	4.912971	-0.000053	4.912971
466	P06	1015	moose	True	True	pass	True	31.921858	6.078742	0.000016	6.078742
467	P06	1121	sunglasses	True	True	pass	True	27.292057	7.372626	-0.000054	7.372626
468	P06	1049	rat	False	True	pass	True	25.008938	6.711165	-0.000063	6.711165
469	P06	1032	pants	False	True	pass	True	73.064232	14.611036	0.000023	14.611036
470	P06	1063	car	False	True	pass	True	26.392458	6.226250	-0.000072	6.226250
471	P06	1118	candy_bar	True	True	pass	True	29.550467	5.286156	0.000066	5.286156
472	P06	1092	bunkbed	True	True	pass	True	24.684830	5.700792	-0.000088	5.700792
473	P06	1038	cupcake	False	True	pass	True	32.776901	5.749963	-0.000067	5.749963
474	P06	1061	taco	False	True	pass	True	70.052818	12.161784	-0.000030	12.161784
475	P06	1130	showerhead	False	True	pass	True	28.548922	5.741272	0.000040	5.741272
476	P06	1143	mango	False	True	pass	True	99.333961	22.114670	0.000015	22.114670
477	P06	1123	sorbet	False	True	pass	True	23.014469	5.820869	-0.000021	5.820869
478	P06	1013	banana	False	True	pass	True	149.898285	38.025444	0.000010	38.025444
479	P06	1139	earwig	False	True	pass	True	75.538017	20.791370	-0.000056	20.791370
480	P06	1079	puppy	False	True	pass	True	146.947449	29.641846	0.000003	29.641848
481	P06	1082	necklace	False	True	pass	True	44.758270	13.818817	0.000035	13.818816
482	P06	1131	eel	False	True	pass	True	37.418983	9.452683	0.000090	9.452683
483	P06	1143	mango	True	True	pass	True	84.563705	16.359537	0.000119	16.359537
484	P06	1109	wasp	False	True	pass	True	80.175880	15.385549	0.000056	15.385550
485	P06	1046	tiramisu	True	True	pass	True	26.099958	5.790718	-0.000013	5.790718
486	P06	1133	cockatoo	False	True	pass	True	30.885792	7.638662	-0.000036	7.638662
487	P06	1002	pea	False	True	pass	True	33.607834	7.490069	0.000059	7.490069
488	P06	1135	pony	False	True	pass	True	44.245251	8.483466	0.000007	8.483466
489	P06	1125	sundae	True	True	pass	True	90.257805	19.368555	0.000056	19.368557
490	P06	1124	nightshirt	True	True	pass	True	28.936060	6.522062	0.000037	6.522063
491	P06	1140	kayak	False	True	pass	True	128.985840	23.559744	-0.000049	23.559744
492	P06	1059	zucchini	False	True	pass	True	55.775204	9.314604	-0.000044	9.314604
493	P06	1040	panda	False	True	pass	True	38.246525	6.636996	-0.000053	6.636996
494	P06	1061	taco	True	True	pass	True	140.060822	14.583141	-0.000045	14.583141
495	P06	1107	omelet	False	True	pass	True	75.503098	14.501597	0.000044	14.501597
496	P06	1086	pasta	False	True	pass	True	30.431398	9.565749	0.000039	9.565749
497	P06	1010	pineapple	False	True	pass	True	60.553192	10.911427	-0.000011	10.911427
498	P06	1127	space_shuttle	False	True	pass	True	35.372543	7.984856	0.000030	7.984856
499	P06	1155	kale	False	True	pass	True	102.466370	17.200987	-0.000099	17.200987
500	P06	1152	speedboat	False	True	pass	True	48.190163	12.471025	0.000005	12.471025
501	P06	1008	keyboard	False	True	pass	True	41.684219	9.932692	-0.000005	9.932693
502	P06	1042	eagle	False	True	pass	True	46.935120	12.201346	0.000008	12.201346
503	P06	1028	meatball	False	True	pass	True	27.296331	5.020761	-0.000072	5.020761
504	P06	1062	antelope	True	True	pass	True	37.085617	9.294870	0.000114	9.294870
505	P06	1085	frog	False	True	pass	True	60.749599	15.009473	-0.000021	15.009473
506	P06	1074	cobra	False	True	pass	True	37.266323	7.584699	-0.000023	7.584699
507	P06	1103	blazer	False	True	pass	True	23.706505	6.472395	-0.000035	6.472395
508	P06	1017	carrot	False	True	pass	True	72.288506	15.300517	0.000105	15.300517
509	P06	1126	helicopter	False	True	pass	True	37.083485	7.298858	0.000098	7.298858
510	P06	1106	swordfish	False	True	pass	True	146.260513	38.891151	0.000031	38.891148
511	P06	1068	radio	False	True	pass	True	26.026146	5.812718	0.000051	5.812718
512	P06	1100	champagne	False	True	pass	True	77.882614	17.700550	-0.000007	17.700550
513	P06	1084	cheetah	False	True	pass	True	48.140385	15.040423	0.000055	15.040423
514	P06	1120	owl	True	True	pass	True	48.342487	12.270091	-0.000020	12.270091
515	P06	1129	workbench	False	True	pass	True	38.045719	9.126205	0.000019	9.126206
516	P06	1053	reindeer	True	True	pass	True	30.267115	7.584851	-0.000039	7.584850
517	P06	1039	sailboat	False	True	pass	True	103.209679	22.605398	0.000054	22.605398
518	P06	1111	creme_brulee	False	True	pass	True	42.462532	9.502135	-0.000054	9.502135
519	P06	1012	burrito	True	True	pass	True	21.966583	4.473927	-0.000019	4.473927
520	P06	1067	taffy	False	True	pass	True	63.078388	9.237247	-0.000019	9.237247
521	P06	1084	cheetah	True	True	pass	True	64.607872	11.888248	0.000005	11.888248
522	P06	1082	necklace	True	True	pass	True	102.386673	21.964535	0.000051	21.964535
523	P06	1051	yacht	False	True	pass	True	24.755877	4.998373	0.000046	4.998373
524	P06	1091	kitten	False	True	pass	True	19.372728	4.757287	-0.000032	4.757287
525	P06	1081	police_car	False	True	pass	True	85.272926	14.706005	0.000043	14.706004
526	P06	1154	chandelier	False	True	pass	True	29.044886	5.277891	-0.000001	5.277891
527	P06	1087	bathrobe	False	True	pass	True	32.807564	5.469223	-0.000051	5.469223
528	P06	1065	cabinet	False	True	pass	True	24.861532	7.110881	0.000026	7.110881
529	P06	1114	spinach	False	True	pass	True	28.439545	6.552338	-0.000016	6.552338
530	P06	1138	ping-pong_table	False	True	pass	True	38.245239	9.702762	0.000084	9.702762
531	P06	1113	firetruck	False	True	pass	True	38.962753	7.637768	-0.000008	7.637768
532	P06	1021	tea	False	True	pass	True	66.911682	12.736417	-0.000075	12.736417
533	P06	1023	wolf	True	True	pass	True	39.040096	7.942871	0.000016	7.942871
534	P06	1093	duckling	False	True	pass	True	108.763420	28.852873	0.000025	28.852873
535	P06	1146	cheesecake	False	True	pass	True	58.660480	13.302803	-0.000032	13.302804
536	P06	1045	goose	True	True	pass	True	32.214691	6.167717	-0.000049	6.167717
537	P06	1156	coconut	False	True	pass	True	118.393616	22.812349	0.000010	22.812349
538	P06	1058	loveseat	False	True	pass	True	61.579735	11.718785	0.000004	11.718785
539	P06	1055	seagull	False	True	pass	True	54.138130	12.020145	0.000027	12.020145
540	P06	1056	leggings	False	True	pass	True	54.614811	13.727330	0.000022	13.727330
541	P06	1054	bathtub	False	True	pass	True	29.870697	7.805564	0.000008	7.805565
542	P06	1034	bracelet1	False	True	pass	True	87.569160	22.135035	0.000052	22.135035
543	P06	1003	shorts	False	True	pass	True	54.967930	11.741241	0.000017	11.741241
544	P06	1078	sea_urchin	False	True	pass	True	37.117901	9.583690	0.000035	9.583690
545	P06	1105	gorilla	False	True	pass	True	100.092552	24.329184	0.000008	24.329184
546	P06	1129	workbench	True	True	pass	True	22.148563	7.505503	0.000028	7.505503
547	P06	1088	slipper	False	True	pass	True	26.328827	6.155249	0.000010	6.155249
548	P06	1102	crab	False	True	pass	True	32.574703	7.160856	0.000018	7.160856
549	P06	1033	helmet	False	True	pass	True	57.384842	11.456673	-0.000029	11.456673
550	P06	1141	peach	False	True	pass	True	39.130070	8.530970	0.000037	8.530970
551	P06	1130	showerhead	True	True	pass	True	98.010986	10.457290	0.000008	10.457291
552	P06	1150	chick	True	True	pass	True	29.909153	5.854793	0.000030	5.854794
553	P06	1145	rocking_chair	True	True	pass	True	26.112545	4.882160	-0.000020	4.882160
554	P06	1094	onion	False	True	pass	True	45.286419	8.049170	-0.000007	8.049170
555	P06	1153	donut	False	True	pass	True	27.509924	5.268695	-0.000013	5.268695
556	P06	1027	memory_stick	False	True	pass	True	55.880970	13.275030	-0.000066	13.275029
557	P06	1014	shark	False	True	pass	True	33.890610	6.721900	0.000001	6.721900
558	P06	1025	llama	False	True	pass	True	91.279793	16.652893	0.000011	16.652893
559	P06	1148	broccoli	False	True	pass	True	38.133671	8.422993	0.000028	8.422993
560	P06	1147	lemonade	True	True	pass	True	38.947166	12.063667	-0.000013	12.063667
561	P06	1083	shirt	False	True	pass	True	41.366318	9.506063	0.000013	9.506063
562	P06	1041	octopus	False	True	pass	True	55.698494	16.248413	-0.000017	16.248413
563	P06	1018	coffee	False	True	pass	True	37.636734	9.394472	-0.000023	9.394472
564	P06	1136	snake	False	True	pass	True	61.869629	14.383028	0.000016	14.383026
565	P06	1044	raccoon	False	True	pass	True	41.755341	10.065001	-0.000012	10.065000
566	P06	1027	memory_stick	True	True	pass	True	31.450188	6.303505	-0.000050	6.303505
567	P06	1128	toad	False	True	pass	True	33.084362	6.724175	-0.000024	6.724175
568	P06	1043	ostrich	False	True	pass	True	30.220020	9.089869	0.000012	9.089869
569	P06	1099	tricycle	False	True	pass	True	42.417519	10.275166	0.000020	10.275166
570	P06	1117	hamster	False	True	pass	True	23.439024	5.054925	-0.000002	5.054924
571	P06	1030	puffin	False	True	pass	True	31.248571	6.040699	-0.000043	6.040699
572	P06	1080	camcorder	False	True	pass	True	26.039860	8.635181	-0.000025	8.635181
573	P06	1070	dragonfly	False	True	pass	True	51.573990	11.356964	-0.000017	11.356963
574	P06	1007	mirror	False	True	pass	True	21.439825	5.959255	-0.000006	5.959254
575	P06	1059	zucchini	True	True	pass	True	22.015181	5.163041	0.000043	5.163041
576	P06	1158	bulldozer	False	True	pass	True	25.162333	5.886160	-0.000019	5.886160
577	P06	1051	yacht	True	True	pass	True	26.032982	5.239772	0.000034	5.239772
578	P06	1076	groundhog	False	True	pass	True	51.703415	11.894761	-0.000032	11.894760
579	P06	1122	webcam	False	True	pass	True	23.892994	5.385617	0.000026	5.385617
580	P06	1052	wallpaper	True	True	pass	True	43.770378	10.630210	-0.000002	10.630210
581	P06	1142	piglet	False	True	pass	True	26.444284	5.273324	0.000060	5.273324
582	P06	1064	fly	False	True	pass	True	47.132706	10.020899	0.000025	10.020899
583	P06	1060	squirrel	True	True	pass	True	39.669369	10.352584	0.000011	10.352584
584	P06	1048	sombrero	False	True	pass	True	29.168156	7.625987	0.000022	7.625987
585	P06	1009	papaya	False	True	pass	True	22.271065	5.358100	0.000023	5.358100
586	P06	1072	blackberry	False	True	pass	True	20.335405	4.862506	0.000061	4.862506
587	P06	1089	unicycle	False	True	pass	True	23.058065	6.457124	-0.000067	6.457124
588	P06	1075	filing_cabinet	False	True	pass	True	22.654736	4.469634	-0.000003	4.469634
589	P06	1029	sheep	False	True	pass	True	52.435478	14.630463	-0.000012	14.630463
590	P06	1069	rollerblade	False	True	pass	True	43.414806	11.873330	-0.000043	11.873330
591	P06	1126	helicopter	True	True	pass	True	70.030006	9.256353	-0.000065	9.256353
592	P06	1019	videocassette	False	True	pass	True	99.178581	26.761683	-0.000055	26.761681
593	P06	1005	ottoman	False	True	pass	True	31.343212	7.462778	0.000022	7.462778
594	P06	1116	praying_mantis	False	True	pass	True	33.621128	9.552245	-0.000015	9.552244
595	P06	1022	shoe	False	True	pass	True	29.874788	5.609513	0.000015	5.609513
596	P06	1066	giraffe	False	True	pass	True	82.595802	20.886387	0.000002	20.886387
597	P06	1004	dalmatian	False	True	pass	True	28.641256	8.281027	-0.000045	8.281027
598	P06	1157	barnacle	True	True	pass	True	21.480923	4.491281	-0.000036	4.491281
599	P06	1024	lab_coat	False	True	pass	True	22.650009	5.602618	-0.000003	5.602618
600	P07	1096	beaver	False	True	pass	True	20.912357	4.039903	0.000063	4.039903
601	P07	1124	nightshirt	False	True	pass	True	27.075251	5.551144	0.000093	5.551144
602	P07	1006	cardinal	False	True	pass	True	23.450724	4.692726	0.000001	4.692726
603	P07	1071	mongoose	False	True	pass	True	21.946732	4.613785	0.000054	4.613785
604	P07	1077	bison	False	True	pass	True	21.138657	4.513575	-0.000070	4.513575
605	P07	1159	pear	False	True	pass	True	27.519663	4.963769	0.000005	4.963769
606	P07	1062	antelope	False	True	pass	True	22.154327	4.449932	-0.000033	4.449932
607	P07	1145	rocking_chair	False	True	pass	True	85.646927	8.579259	0.000110	8.579259
608	P07	1015	moose	False	True	pass	True	23.239676	4.040462	-0.000005	4.040462
609	P07	1092	bunkbed	False	True	pass	True	15.388623	4.283892	0.000037	4.283892
610	P07	1001	limousine	False	True	pass	True	23.960403	3.897697	-0.000104	3.897697
611	P07	1160	clam	False	True	pass	True	34.114185	5.945031	0.000073	5.945031
612	P07	1020	television	False	True	pass	True	24.363380	6.537240	-0.000083	6.537240
613	P07	1104	speaker	False	True	pass	True	19.735659	4.513416	0.000047	4.513415
614	P07	1134	sleeping_bag	False	True	pass	True	62.447010	7.849529	0.000080	7.849529
615	P07	1147	lemonade	False	True	pass	True	20.670597	5.393076	0.000032	5.393076
616	P07	1121	sunglasses	False	True	pass	True	24.555914	6.771082	-0.000084	6.771082
617	P07	1035	lizard	False	True	pass	True	19.149815	3.966430	-0.000063	3.966430
618	P07	1052	wallpaper	False	True	pass	True	17.867933	3.931134	-0.000003	3.931134
619	P07	1132	polar_bear	False	True	pass	True	30.768560	6.412340	0.000094	6.412339
620	P07	1071	mongoose	True	True	pass	True	20.958096	5.407082	0.000022	5.407082
621	P07	1150	chick	False	True	pass	True	20.324123	4.678429	-0.000035	4.678429
622	P07	1134	sleeping_bag	True	True	pass	True	17.142626	3.947575	0.000069	3.947575
623	P07	1053	reindeer	False	True	pass	True	26.060520	5.522540	0.000009	5.522540
624	P07	1060	squirrel	False	True	pass	True	16.334949	3.752558	-0.000033	3.752558
625	P07	1001	limousine	True	True	pass	True	21.287136	4.844906	0.000075	4.844906
626	P07	1115	marshmallow	False	True	pass	True	23.868595	4.158408	-0.000061	4.158408
627	P07	1159	pear	True	True	pass	True	20.034510	3.371226	0.000007	3.371226
628	P07	1012	burrito	False	True	pass	True	17.210583	4.152003	-0.000030	4.152003
629	P07	1036	ladybug	False	True	pass	True	25.115107	5.145581	-0.000024	5.145581
630	P07	1045	goose	False	True	pass	True	19.996134	5.079673	0.000019	5.079673
631	P07	1095	mouse2	False	True	pass	True	23.260588	5.038568	-0.000001	5.038568
632	P07	1144	tarantula	False	True	pass	True	24.981220	5.007443	0.000030	5.007443
633	P07	1057	eggnog	False	True	pass	True	20.606091	5.491230	0.000042	5.491230
634	P07	1112	hard_disk	False	True	pass	True	17.945768	4.042700	0.000053	4.042700
635	P07	1108	possum	False	True	pass	True	40.949734	5.275532	-0.000060	5.275532
636	P07	1160	clam	True	True	pass	True	21.569941	4.633172	0.000131	4.633172
637	P07	1031	fish	False	True	pass	True	25.135529	4.604194	-0.000035	4.604193
638	P07	1016	ant	False	True	pass	True	42.897224	6.684403	-0.000020	6.684403
639	P07	1118	candy_bar	False	True	pass	True	17.514481	3.911928	0.000062	3.911928
640	P07	1050	artichoke	False	True	pass	True	29.366858	4.773396	0.000040	4.773396
641	P07	1157	barnacle	False	True	pass	True	19.968910	4.108888	-0.000098	4.108888
642	P07	1098	stool	False	True	pass	True	17.048254	4.013362	0.000011	4.013361
643	P07	1073	bull	False	True	pass	True	19.915396	4.697458	-0.000086	4.697458
644	P07	1020	television	True	True	pass	True	20.248653	3.921254	0.000102	3.921254
645	P07	1151	tractor	False	True	pass	True	28.140642	5.691207	0.000006	5.691207
646	P07	1119	star_fruit	False	True	pass	True	23.982492	4.728856	-0.000058	4.728856
647	P07	1011	raspberry	False	True	pass	True	29.578228	5.094530	0.000092	5.094530
648	P07	1137	lamb	False	True	pass	True	18.287603	3.835257	0.000103	3.835257
649	P07	1104	speaker	True	True	pass	True	21.586269	3.962828	-0.000138	3.962828
650	P07	1110	jet	False	True	pass	True	24.585835	5.213466	-0.000041	5.213466
651	P07	1144	tarantula	True	True	pass	True	27.813517	4.452581	-0.000028	4.452581
652	P07	1006	cardinal	True	True	pass	True	26.617298	4.123976	0.000113	4.123976
653	P07	1097	sandwich	False	True	pass	True	22.150326	3.996549	-0.000062	3.996550
654	P07	1090	garlic	False	True	pass	True	21.755196	5.072886	0.000027	5.072886
655	P07	1101	boat	False	True	pass	True	16.459517	3.996249	-0.000078	3.996249
656	P07	1132	polar_bear	True	True	pass	True	16.939001	3.157159	0.000058	3.157159
657	P07	1047	drawer	False	True	pass	True	22.711971	4.133839	0.000074	4.133839
