subject_folder	channel	freq_hz	psd_uV2_per_Hz
P04	CP6	33.000000	4.56640300399e-05
P04	CP6	34.000000	0.000253612990491
P04	CP6	35.000000	0.000439233815996
P04	CP6	36.000000	4.96712127642e-05
P04	CP6	37.000000	0.000322842708556
P04	CP6	38.000000	0.000168116981513
P04	CP6	39.000000	2.44212569669e-05
P04	CP6	40.000000	0.000140789386933
P04	CP6	41.000000	0.000336101686116
P04	CP6	42.000000	0.000217175329453
P04	CP6	43.000000	0.000105939470814
P04	CP6	44.000000	5.91290081502e-05
P04	CP6	45.000000	0.000115317445307
P04	CP6	46.000000	0.000165307501447
P04	CP6	47.000000	0.000125603983179
P04	CP6	48.000000	0.000224711795454
P04	CP6	49.000000	7.80490154284e-05
P04	CP6	50.000000	2.10469424928e-05
P04	CP6	51.000000	7.45888974052e-05
P04	CP6	52.000000	5.57617386221e-05
P04	CP6	53.000000	2.94455403491e-05
P04	CP6	54.000000	0.000136499191285
P04	CP6	55.000000	5.47833806195e-05
P04	CP6	56.000000	0.000150723964907
P04	CP6	57.000000	6.43450403004e-05
P04	CP6	58.000000	7.36776273698e-05
P04	CP6	59.000000	1.22527480926e-05
P04	CP6	60.000000	0.000117337236588
P04	CP6	61.000000	0.00051278778119
P04	CP6	62.000000	0.000356809061486
P04	CP6	63.000000	0.000127233273815
P04	CP6	64.000000	0.000199503701879
P04	CP6	65.000000	0.000132392306114
P04	CP6	66.000000	0.000171280305949
P04	CP6	67.000000	0.000122095792904
P04	CP6	68.000000	6.74826587783e-05
P04	CP6	69.000000	0.000245309696766
P04	CP6	70.000000	8.35811515572e-05
P04	CP6	71.000000	2.00978556677e-05
P04	CP6	72.000000	1.60989366123e-05
P04	CP6	73.000000	3.19935388688e-05
P04	CP6	74.000000	5.39605898666e-05
P04	CP6	75.000000	9.09621303435e-06
P04	CP6	76.000000	2.85655842163e-05
P04	CP6	77.000000	5.662795229e-05
P04	CP6	78.000000	3.71037676814e-05
P04	CP6	79.000000	2.55003869825e-05
P04	CP6	80.000000	0.000101885787444
P04	FC6	1.000000	0.222475767136
P04	FC6	2.000000	0.0348789915442
P04	FC6	3.000000	0.00578137300909
P04	FC6	4.000000	0.00321109173819
P04	FC6	5.000000	0.00909519474953
P04	FC6	6.000000	0.00742831639946
P04	FC6	7.000000	0.00372827542014
P04	FC6	8.000000	1.62781216204e-05
P04	FC6	9.000000	0.00104570994154
P04	FC6	10.000000	0.00144269736484
P04	FC6	11.000000	0.000705495709553
P04	FC6	12.000000	0.00285377027467
P04	FC6	13.000000	0.000279898231383
P04	FC6	14.000000	0.00192692573182
P04	FC6	15.000000	0.000577749975491
P04	FC6	16.000000	0.00137208588421
