subject_folder	channel	freq_hz	psd_uV2_per_Hz
P05	CP2	39.000000	0.000273585261311
P05	CP2	40.000000	0.000224477538723
P05	CP2	41.000000	0.000102330566733
P05	CP2	42.000000	0.000234158927924
P05	CP2	43.000000	0.000461215095129
P05	CP2	44.000000	0.00013869733084
P05	CP2	45.000000	1.64833745657e-05
P05	CP2	46.000000	5.65241825825e-05
P05	CP2	47.000000	0.000240065375692
P05	CP2	48.000000	0.000106024461275
P05	CP2	49.000000	4.21012300649e-05
P05	CP2	50.000000	0.000474187516375
P05	CP2	51.000000	0.000248255964834
P05	CP2	52.000000	4.38738925368e-06
P05	CP2	53.000000	2.04833177122e-05
P05	CP2	54.000000	0.000280242704321
P05	CP2	55.000000	0.000333217903972
P05	CP2	56.000000	1.83667652891e-05
P05	CP2	57.000000	0.000155580695719
P05	CP2	58.000000	0.000247637974098
P05	CP2	59.000000	2.88071278192e-05
P05	CP2	60.000000	8.72880555107e-05
P05	CP2	61.000000	0.000182602278073
P05	CP2	62.000000	4.96305838169e-05
P05	CP2	63.000000	0.000279082567431
P05	CP2	64.000000	0.000467263598694
P05	CP2	65.000000	0.000137884635478
P05	CP2	66.000000	0.000198093330255
P05	CP2	67.000000	1.38544000947e-05
P05	CP2	68.000000	3.15220968332e-05
P05	CP2	69.000000	1.11757126433e-05
P05	CP2	70.000000	9.86252052826e-05
P05	CP2	71.000000	7.43299606256e-05
P05	CP2	72.000000	0.000136665126774
P05	CP2	73.000000	0.000236330888583
P05	CP2	74.000000	5.54012221983e-05
P05	CP2	75.000000	3.89975684811e-05
P05	CP2	76.000000	7.12527034921e-05
P05	CP2	77.000000	4.20763644797e-05
P05	CP2	78.000000	1.30783348595e-06
P05	CP2	79.000000	4.90151660415e-06
P05	CP2	80.000000	1.43011948239e-05
P05	PO3	1.000000	1.95583510399
P05	PO3	2.000000	0.259072959423
P05	PO3	3.000000	0.106413908303
P05	PO3	4.000000	0.0844935774803
P05	PO3	5.000000	0.0221416149288
P05	PO3	6.000000	0.00497804908082
P05	PO3	7.000000	0.0041102017276
P05	PO3	8.000000	0.00941477250308
P05	PO3	9.000000	0.0101356441155
P05	PO3	10.000000	0.00217550410889
P05	PO3	11.000000	0.00406914623454
P05	PO3	12.000000	0.00127302762121
P05	PO3	13.000000	0.00157727405895
P05	PO3	14.000000	0.00152050051838
P05	PO3	15.000000	0.00100340729114
P05	PO3	16.000000	0.00224873772822
P05	PO3	17.000000	0.00302713527344
P05	PO3	18.000000	0.000324989669025
P05	PO3	19.000000	0.000969399639871
P05	PO3	20.000000	0.0011040045647
P05	PO3	21.000000	0.000140137708513
P05	PO3	22.000000	0.000265982816927
P05	PO3	23.000000	0.000719701580238
P05	PO3	24.000000	9.69602751866e-07
P05	PO3	25.000000	0.000518177694175
P05	PO3	26.000000	0.000752790539991
P05	PO3	27.000000	0.000267657160293
P05	PO3	28.000000	0.000106830113509
P05	PO3	29.000000	0.000134268193506
P05	PO3	30.000000	0.000118098228995
P05	PO3	31.000000	0.000193364874576
P05	PO3	32.000000	0.000439344381448
P05	PO3	33.000000	0.000632145267446
P05	PO3	34.000000	0.000111814129923
P05	PO3	35.000000	0.000233211496379
P05	PO3	36.000000	0.000535416475032
P05	PO3	37.000000	5.70935014821e-07
P05	PO3	38.000000	0.000499243848026
P05	PO3	39.000000	6.14252421656e-05
P05	PO3	40.000000	5.27871743543e-05
P05	PO3	41.000000	0.000124878424685
P05	PO3	42.000000	7.28914847059e-06
P05	PO3	43.000000	0.000808504642919
P05	PO3	44.000000	0.000962732476182
P05	PO3	45.000000	0.000405874248827
P05	PO3	46.000000	0.000286688184133
P05	PO3	47.000000	0.000190085338545
P05	PO3	48.000000	5.19039749634e-05
P05	PO3	49.000000	2.28215558309e-05
P05	PO3	50.000000	0.000111969951831
P05	PO3	51.000000	0.000346814951627
P05	PO3	52.000000	0.000205868724152
P05	PO3	53.000000	5.65138134334e-06
P05	PO3	54.000000	2.08081619348e-05
P05	PO3	55.000000	3.04734430756e-06
P05	PO3	56.000000	3.58282195521e-05
P05	PO3	57.000000	6.65377374389e-05
P05	PO3	58.000000	2.09205954889e-05
P05	PO3	59.000000	3.06959555019e-05
P05	PO3	60.000000	6.06130561209e-05
P05	PO3	61.000000	2.87309885607e-05
P05	PO3	62.000000	0.00016918485926
P05	PO3	63.000000	6.89574371791e-05
P05	PO3	64.000000	4.91048240292e-06
P05	PO3	65.000000	1.11677343284e-06
P05	PO3	66.000000	5.92817268625e-05
P05	PO3	67.000000	6.25644606771e-05
P05	PO3	68.000000	1.31260485432e-05
P05	PO3	69.000000	2.00744198082e-05
P05	PO3	70.000000	4.49039616797e-05
P05	PO3	71.000000	2.04315892915e-05
P05	PO3	72.000000	6.17386031081e-05
P05	PO3	73.000000	0.000113726928248
P05	PO3	74.000000	5.18906817888e-05
P05	PO3	75.000000	0.000232589067309
P05	PO3	76.000000	0.000164598313859
P05	PO3	77.000000	0.000106648556539
P05	PO3	78.000000	2.03630952456e-05
P05	PO3	79.000000	3.81002573704e-05
P05	PO3	80.000000	9.46455911617e-05
P05	O1	1.000000	3.58801269531
P05	O1	2.000000	0.516293942928
P05	O1	3.000000	0.0904896557331
P05	O1	4.000000	0.0724100098014
P05	O1	5.000000	0.0158247929066
P05	O1	6.000000	0.00898766051978
P05	O1	7.000000	0.0206963270903
P05	O1	8.000000	0.00552054075524
P05	O1	9.000000	0.0124226361513
P05	O1	10.000000	0.0044827000238
P05	O1	11.000000	0.00758639536798
P05	O1	12.000000	0.00417791027576
P05	O1	13.000000	0.00654605869204
P05	O1	14.000000	0.00254244357347
P05	O1	15.000000	0.000970048888121
P05	O1	16.000000	0.0026353537105
P05	O1	17.000000	0.00249171652831
P05	O1	18.000000	0.000620209204499
P05	O1	19.000000	7.62618083172e-06
P05	O1	20.000000	0.00268937693909
P05	O1	21.000000	0.00300471368246
P05	O1	22.000000	0.000612073054072
P05	O1	23.000000	0.00126695726067
P05	O1	24.000000	0.00163128226995
P05	O1	25.000000	0.000196749722818
P05	O1	26.000000	0.000729902472813
P05	O1	27.000000	0.000433315435657
P05	O1	28.000000	0.00145892857108
P05	O1	29.000000	0.000792084087152
P05	O1	30.000000	9.42832048167e-05
P05	O1	31.000000	1.9162598619e-05
P05	O1	32.000000	0.00064147321973
P05	O1	33.000000	0.00137547531631
P05	O1	34.000000	0.00165787362494
P05	O1	35.000000	0.000611975148786
P05	O1	36.000000	6.45216714474e-05
P05	O1	37.000000	1.97258054868e-06
P05	O1	38.000000	0.000399825541535
P05	O1	39.000000	0.0011286160443
P05	O1	40.000000	0.000264136033366
P05	O1	41.000000	9.82716228464e-05
P05	O1	42.000000	0.000458737136796
P05	O1	43.000000	0.000306363479467
P05	O1	44.000000	3.08222411149e-06
P05	O1	45.000000	6.24951790087e-05
P05	O1	46.000000	0.000121962395497
P05	O1	47.000000	0.000198653957341
P05	O1	48.000000	0.000433851033449
P05	O1	49.000000	0.000639530946501
P05	O1	50.000000	9.83333520708e-05
P05	O1	51.000000	0.000228314471315
P05	O1	52.000000	0.00025531774736
P05	O1	53.000000	0.000286197464447
P05	O1	54.000000	0.000381754303817
P05	O1	55.000000	0.000206586162676
P05	O1	56.000000	0.000114257214591
P05	O1	57.000000	0.000615866854787
P05	O1	58.000000	0.000514681916684
P05	O1	59.000000	6.81930905557e-05
P05	O1	60.000000	5.55161605007e-05
P05	O1	61.000000	0.000117216884973
P05	O1	62.000000	0.000245265226113
P05	O1	63.000000	7.9046128576e-07
P05	O1	64.000000	0.000171322622919
P05	O1	65.000000	0.000190417878912
P05	O1	66.000000	0.000137841358082
P05	O1	67.000000	0.000165688164998
P05	O1	68.000000	0.000130999178509
P05	O1	69.000000	0.000105112732854
P05	O1	70.000000	0.000248948665103
P05	O1	71.000000	6.54668328934e-05
P05	O1	72.000000	7.18198236882e-07
P05	O1	73.000000	1.20816584968e-05
P05	O1	74.000000	0.000144685443956
P05	O1	75.000000	0.000445249985205
P05	O1	76.000000	0.000262438727077
P05	O1	77.000000	3.28979440383e-05
P05	O1	78.000000	7.04690410203e-06
P05	O1	79.000000	1.97246044991e-05
P05	O1	80.000000	7.79524052632e-05
P05	Oz	1.000000	4.29748296738
P05	Oz	2.000000	0.679728209972
P05	Oz	3.000000	0.0856393426657
P05	Oz	4.000000	0.106628328562
P05	Oz	5.000000	0.0185130257159
P05	Oz	6.000000	0.00230099167675
P05	Oz	7.000000	0.010936928913
P05	Oz	8.000000	0.00208444753662
P05	Oz	9.000000	0.00492822611704
P05	Oz	10.000000	0.00293039646931
P05	Oz	11.000000	0.00744331395254
P05	Oz	12.000000	0.00350240361877
P05	Oz	13.000000	0.0141690867022
P05	Oz	14.000000	0.00992713030428
P05	Oz	15.000000	0.00278537138365
P05	Oz	16.000000	0.00200562528335
P05	Oz	17.000000	0.00197370955721
P05	Oz	18.000000	0.000349541107425
P05	Oz	19.000000	0.000455177738331
P05	Oz	20.000000	0.00501922518015
P05	Oz	21.000000	0.00506681157276
P05	Oz	22.000000	0.00128202780616
P05	Oz	23.000000	0.001098697423
P05	Oz	24.000000	0.0038547066506
P05	Oz	25.000000	0.000692696776241
P05	Oz	26.000000	0.00206204713322
P05	Oz	27.000000	0.00211585476063
P05	Oz	28.000000	0.00327469874173
P05	Oz	29.000000	0.00143640115857
P05	Oz	30.000000	9.57677548286e-05
P05	Oz	31.000000	0.000200745766051
P05	Oz	32.000000	0.000922365754377
P05	Oz	33.000000	0.0010476881871
P05	Oz	34.000000	0.00020919063536
P05	Oz	35.000000	0.00063227803912
P05	Oz	36.000000	0.000845086702611
P05	Oz	37.000000	0.000458137714304
P05	Oz	38.000000	0.000773477426264
P05	Oz	39.000000	0.00188418547623
P05	Oz	40.000000	0.000618609599769
P05	Oz	41.000000	0.000446431426099
P05	Oz	42.000000	0.0011830071453
P05	Oz	43.000000	0.000825621129479
P05	Oz	44.000000	2.59839507635e-05
P05	Oz	45.000000	9.27463115659e-05
P05	Oz	46.000000	0.000116094808618
P05	Oz	47.000000	3.46421511495e-05
P05	Oz	48.000000	0.000601907435339
P05	Oz	49.000000	0.000942526850849
P05	Oz	50.000000	0.000271030934528
P05	Oz	51.000000	0.000191466591787
P05	Oz	52.000000	0.000489593483508
P05	Oz	53.000000	0.00088136154227
P05	Oz	54.000000	0.000736772897653
P05	Oz	55.000000	0.000241263172938
P05	Oz	56.000000	9.54751958488e-05
P05	Oz	57.000000	0.000334105483489
P05	Oz	58.000000	0.000218164044782
P05	Oz	59.000000	7.87651442806e-05
P05	Oz	60.000000	0.000109232380055
P05	Oz	61.000000	6.26725377515e-05
P05	Oz	62.000000	0.00021309586009
P05	Oz	63.000000	8.26421237434e-05
P05	Oz	64.000000	2.92726745101e-05
P05	Oz	65.000000	4.22688390245e-05
P05	Oz	66.000000	0.000208283352549
P05	Oz	67.000000	8.14244704088e-05
P05	Oz	68.000000	3.63485851267e-05
P05	Oz	69.000000	2.72251854767e-05
P05	Oz	70.000000	4.55264489574e-05
P05	Oz	71.000000	8.3949038526e-05
P05	Oz	72.000000	1.07123905764e-05
P05	Oz	73.000000	2.77702820313e-05
P05	Oz	74.000000	1.86430224858e-05
P05	Oz	75.000000	0.000121228549688
P05	Oz	76.000000	0.000234864681261
P05	Oz	77.000000	0.000161682517501
P05	Oz	78.000000	8.28743795864e-05
P05	Oz	79.000000	3.82366533813e-06
P05	Oz	80.000000	3.66173298971e-05
P05	O2	1.000000	4.47139930725
P05	O2	2.000000	0.585155248642
P05	O2	3.000000	0.111084483564
P05	O2	4.000000	0.10673931241
P05	O2	5.000000	0.0356150120497
P05	O2	6.000000	0.00811814982444
P05	O2	7.000000	0.00869521312416
P05	O2	8.000000	0.00155015056953
P05	O2	9.000000	0.00888369604945
P05	O2	10.000000	0.00504361186177
P05	O2	11.000000	0.00671308208257
P05	O2	12.000000	0.00450408319011
P05	O2	13.000000	0.0065621775575
P05	O2	14.000000	0.00550048053265
P05	O2	15.000000	0.00264848582447
P05	O2	16.000000	0.00061898783315
P05	O2	17.000000	0.00276415655389
P05	O2	18.000000	0.00240690167993
P05	O2	19.000000	0.00070984341437
P05	O2	20.000000	0.000995951588266
P05	O2	21.000000	7.68520403653e-05
P05	O2	22.000000	0.00082323665265
P05	O2	23.000000	0.00090395740699
P05	O2	24.000000	4.65831726615e-05
P05	O2	25.000000	0.000534586200956
P05	O2	26.000000	0.000833988538943
P05	O2	27.000000	0.000149380895891
P05	O2	28.000000	0.000952114642132
P05	O2	29.000000	0.00182984257117
P05	O2	30.000000	0.000309285591356
P05	O2	31.000000	0.000127410748973
P05	O2	32.000000	0.000759940128773
P05	O2	33.000000	0.00151757034473
P05	O2	34.000000	0.00144899787847
P05	O2	35.000000	0.000916993943974
P05	O2	36.000000	0.000399988755817
P05	O2	37.000000	0.000210231737583
P05	O2	38.000000	0.000142944933032
P05	O2	39.000000	0.000103385646071
P05	O2	40.000000	0.000419453688664
P05	O2	41.000000	0.000849238713272
P05	O2	42.000000	0.000318282778608
P05	O2	43.000000	7.05138227204e-05
P05	O2	44.000000	0.00012853257067
P05	O2	45.000000	0.000343476742273
P05	O2	46.000000	0.000470971921459
P05	O2	47.000000	0.000288421084406
P05	O2	48.000000	0.000680933706462
P05	O2	49.000000	0.000488595571369
P05	O2	50.000000	0.000426037760917
P05	O2	51.000000	7.29517182663e-07
P05	O2	52.000000	0.000629422429483
P05	O2	53.000000	0.000648235087283
P05	O2	54.000000	0.000769997248426
P05	O2	55.000000	0.000602918502409
P05	O2	56.000000	0.000161104864674
P05	O2	57.000000	4.49195395049e-05
P05	O2	58.000000	3.58980068995e-05
P05	O2	59.000000	0.000134578644065
P05	O2	60.000000	0.000238061184064
P05	O2	61.000000	0.000144318284583
P05	O2	62.000000	4.9937498261e-06
P05	O2	63.000000	3.19209284498e-05
P05	O2	64.000000	4.32400302088e-05
P05	O2	65.000000	0.000157773785759
P05	O2	66.000000	0.000163109521964
P05	O2	67.000000	0.000231105310377
P05	O2	68.000000	0.000296955753583
P05	O2	69.000000	0.000147541490151
P05	O2	70.000000	7.33480992494e-05
P05	O2	71.000000	0.000213724095374
P05	O2	72.000000	0.000241324014496
P05	O2	73.000000	0.000255139369983
P05	O2	74.000000	0.000234884922975
P05	O2	75.000000	0.000120316108223
P05	O2	76.000000	2.07495377254e-05
P05	O2	77.000000	9.88438114291e-06
P05	O2	78.000000	3.10063223878e-05
P05	O2	79.000000	8.10968867881e-06
P05	O2	80.000000	1.19488813652e-05
P05	PO4	1.000000	4.27621841431
P05	PO4	2.000000	0.553520977497
P05	PO4	3.000000	0.09594296664
P05	PO4	4.000000	0.106500059366
P05	PO4	5.000000	0.0457074977458
P05	PO4	6.000000	0.00632736831903
P05	PO4	7.000000	0.0107146697119
P05	PO4	8.000000	0.00307477754541
P05	PO4	9.000000	0.0125278737396
P05	PO4	10.000000	0.0043707722798
P05	PO4	11.000000	0.00725841615349
P05	PO4	12.000000	0.00419485056773
P05	PO4	13.000000	0.00429725646973
P05	PO4	14.000000	0.00437477324158
P05	PO4	15.000000	0.00152109947521
P05	PO4	16.000000	0.00118619948626
P05	PO4	17.000000	0.000848698487971
P05	PO4	18.000000	0.00369714596309
P05	PO4	19.000000	0.00054288766114
P05	PO4	20.000000	0.00108825962525
P05	PO4	21.000000	3.06891524815e-05
P05	PO4	22.000000	0.000148087376147
P05	PO4	23.000000	0.00210204557516
P05	PO4	24.000000	0.00253806542605
P05	PO4	25.000000	0.000275828118902
P05	PO4	26.000000	0.00089854124235
P05	PO4	27.000000	5.05764473928e-05
P05	PO4	28.000000	0.000251914578257
P05	PO4	29.000000	0.00140960142016
P05	PO4	30.000000	0.000392789166654
P05	PO4	31.000000	0.00023294831044
P05	PO4	32.000000	9.64235732681e-05
P05	PO4	33.000000	0.00120770744979
P05	PO4	34.000000	0.0027315528132
P05	PO4	35.000000	0.00140649569221
P05	PO4	36.000000	6.97716532159e-05
P05	PO4	37.000000	7.74466116127e-06
P05	PO4	38.000000	0.000210466358112
P05	PO4	39.000000	0.000340936909197
P05	PO4	40.000000	0.000551650300622
P05	PO4	41.000000	0.00155572488438
P05	PO4	42.000000	0.00108965439722
P05	PO4	43.000000	0.000895850826055
P05	PO4	44.000000	0.00110559689347
P05	PO4	45.000000	0.00105027039535
P05	PO4	46.000000	0.000335580756655
P05	PO4	47.000000	1.56478690769e-05
P05	PO4	48.000000	2.96551279462e-05
P05	PO4	49.000000	4.99336383655e-05
P05	PO4	50.000000	0.00018522272876
P05	PO4	51.000000	1.78171521839e-05
P05	PO4	52.000000	0.000393237016397
P05	PO4	53.000000	0.000363118975656
P05	PO4	54.000000	0.000130960441311
P05	PO4	55.000000	1.06143706944e-05
P05	PO4	56.000000	0.000131341163069
P05	PO4	57.000000	1.57644008141e-05
P05	PO4	58.000000	0.000171086809132
P05	PO4	59.000000	0.000102944570244
P05	PO4	60.000000	0.000146591788507
P05	PO4	61.000000	1.34541578518e-05
P05	PO4	62.000000	0.000135095018777
P05	PO4	63.000000	4.82835203002e-05
P05	PO4	64.000000	9.39234232646e-05
P05	PO4	65.000000	6.19993516011e-05
P05	PO4	66.000000	8.523202996e-05
P05	PO4	67.000000	3.01709023915e-05
P05	PO4	68.000000	3.90117347706e-05
P05	PO4	69.000000	4.54690780316e-05
P05	PO4	70.000000	6.94093541824e-05
P05	PO4	71.000000	0.000127327992232
P05	PO4	72.000000	2.21037698793e-05
P05	PO4	73.000000	0.000154393419507
P05	PO4	74.000000	0.000282975175651
P05	PO4	75.000000	0.000549972231966
P05	PO4	76.000000	0.000165080913575
P05	PO4	77.000000	1.49686411532e-06
P05	PO4	78.000000	3.68445071217e-05
P05	PO4	79.000000	0.000196250461158
P05	PO4	80.000000	5.37994601473e-05
P05	Pz	1.000000	1.46989631653
P05	Pz	2.000000	0.172419279814
P05	Pz	3.000000	0.195592686534
P05	Pz	4.000000	0.119709350169
P05	Pz	5.000000	0.0167675409466
P05	Pz	6.000000	0.00206869607791
P05	Pz	7.000000	0.00125379161909
P05	Pz	8.000000	0.00138180947397
P05	Pz	9.000000	0.00598722696304
P05	Pz	10.000000	0.0113865155727
P05	Pz	11.000000	0.00924925971776
P05	Pz	12.000000	0.00186674692668
P05	Pz	13.000000	0.00134834647179
P05	Pz	14.000000	0.00184143194929
P05	Pz	15.000000	0.00169238762464
P05	Pz	16.000000	0.00244531687349
P05	Pz	17.000000	0.00147883046884
P05	Pz	18.000000	8.07485630503e-05
P05	Pz	19.000000	0.001137435087
P05	Pz	20.000000	0.000221621536184
P05	Pz	21.000000	0.00119533785619
P05	Pz	22.000000	0.000729652820155
P05	Pz	23.000000	0.000363825500244
P05	Pz	24.000000	0.00258549954742
P05	Pz	25.000000	0.00107401271816
P05	Pz	26.000000	0.000827733136248
P05	Pz	27.000000	0.000641482532956
P05	Pz	28.000000	0.000616561039351
P05	Pz	29.000000	0.000290830590529
P05	Pz	30.000000	5.01224822074e-05
P05	Pz	31.000000	0.000172446263605
P05	Pz	32.000000	0.000356140400982
P05	Pz	33.000000	0.000466351950308
P05	Pz	34.000000	0.000185134325875
P05	Pz	35.000000	7.76591332396e-05
P05	Pz	36.000000	9.9461112768e-06
P05	Pz	37.000000	6.36978074908e-05
P05	Pz	38.000000	0.000429087376688
P05	Pz	39.000000	0.00027228219551
P05	Pz	40.000000	0.000138480012538
P05	Pz	41.000000	0.000372157315724
P05	Pz	42.000000	3.92180772906e-05
P05	Pz	43.000000	0.000112058580271
P05	Pz	44.000000	0.00023201147269
P05	Pz	45.000000	0.000152454274939
P05	Pz	46.000000	0.000177029491169
P05	Pz	47.000000	0.000149485465954
P05	Pz	48.000000	3.57302924385e-05
P05	Pz	49.000000	2.32916008827e-05
P05	Pz	50.000000	0.000111300949357
P05	Pz	51.000000	8.94040276762e-05
P05	Pz	52.000000	0.000526019255631
P05	Pz	53.000000	0.000218523884541
P05	Pz	54.000000	1.35625705298e-05
P05	Pz	55.000000	2.37510048464e-05
P05	Pz	56.000000	1.15369603009e-05
P05	Pz	57.000000	1.04030268631e-05
P05	Pz	58.000000	7.0374335337e-06
P05	Pz	59.000000	5.86212991038e-06
P05	Pz	60.000000	1.28848269014e-05
P05	Pz	61.000000	0.000120110067655
P05	Pz	62.000000	0.000347253808286
P05	Pz	63.000000	0.000126476064906
P05	Pz	64.000000	0.00011112017819
P05	Pz	65.000000	0.000293282122584
P05	Pz	66.000000	4.71282328363e-05
P05	Pz	67.000000	2.37127505898e-06
P05	Pz	68.000000	2.55749000644e-05
P05	Pz	69.000000	8.41082874103e-05
P05	Pz	70.000000	5.23665185028e-05
P05	Pz	71.000000	6.0952934291e-06
P05	Pz	72.000000	2.3439006327e-05
P05	Pz	73.000000	3.37117162417e-05
P05	Pz	74.000000	5.04964627908e-05
P05	Pz	75.000000	0.000189795260667
P05	Pz	76.000000	0.000261471606791
P05	Pz	77.000000	2.65236303676e-05
P05	Pz	78.000000	4.08292908105e-05
P05	Pz	79.000000	4.07820116379e-05
P05	Pz	80.000000	0.000155429748702
P05	CP1	1.000000	0.156603753567
P05	CP1	2.000000	0.048104967922
P05	CP1	3.000000	0.0975203588605
P05	CP1	4.000000	0.0403428412974
P05	CP1	5.000000	0.00357743841596
P05	CP1	6.000000	0.00694995932281
P05	CP1	7.000000	0.000414722599089
P05	CP1	8.000000	0.00637180684134
P05	CP1	9.000000	0.0164025835693
P05	CP1	10.000000	0.0112538347021
P05	CP1	11.000000	0.00198669568636
P05	CP1	12.000000	0.000678955751937
P05	CP1	13.000000	0.000840810709633
P05	CP1	14.000000	0.000810477067716
P05	CP1	15.000000	0.00115791277494
P05	CP1	16.000000	0.000725475663785
P05	CP1	17.000000	0.000100882352854
P05	CP1	18.000000	0.000820752582513
P05	CP1	19.000000	0.000686875311658
P05	CP1	20.000000	0.000574622128624
P05	CP1	21.000000	0.00104272936005
P05	CP1	22.000000	0.00145326333586
P05	CP1	23.000000	0.000349559093593
P05	CP1	24.000000	0.000277930608718
P05	CP1	25.000000	0.000355863652658
P05	CP1	26.000000	0.000821887864731
P05	CP1	27.000000	0.000973211310338
P05	CP1	28.000000	0.000789581739809
P05	CP1	29.000000	0.000408311985666
P05	CP1	30.000000	0.00133705255575
P05	CP1	31.000000	0.00132544222288
P05	CP1	32.000000	0.000317880767398
P05	CP1	33.000000	0.000453710905276
P05	CP1	34.000000	0.000749128812458
P05	CP1	35.000000	0.000135616443004
P05	CP1	36.000000	0.000184360949788
P05	CP1	37.000000	0.000298531638691
P05	CP1	38.000000	0.000448579899967
P05	CP1	39.000000	4.52086169389e-06
P05	CP1	40.000000	0.000167306832736
P05	CP1	41.000000	0.000124304511701
P05	CP1	42.000000	0.000158538328833
P05	CP1	43.000000	2.42054884438e-05
P05	CP1	44.000000	0.00022457029263
P05	CP1	45.000000	0.000572514371015
P05	CP1	46.000000	0.000236904408666
P05	CP1	47.000000	5.82598768233e-05
P05	CP1	48.000000	0.000264665373834
P05	CP1	49.000000	0.000324006890878
P05	CP1	50.000000	0.000107045016193
P05	CP1	51.000000	8.67676208145e-05
P05	CP1	52.000000	2.82912951661e-05
P05	CP1	53.000000	0.00019352939853
P05	CP1	54.000000	0.000512669794261
P05	CP1	55.000000	6.88274085405e-05
P05	CP1	56.000000	0.00019822944887
P05	CP1	57.000000	2.2754069505e-05
P05	CP1	58.000000	3.22285791299e-06
P05	CP1	59.000000	7.01305616531e-05
P05	CP1	60.000000	0.000249274715316
P05	CP1	61.000000	0.000174783490365
P05	CP1	62.000000	0.000257436098764
P05	CP1	63.000000	3.82671569241e-05
P05	CP1	64.000000	5.85424386372e-05
P05	CP1	65.000000	0.000129972890136
P05	CP1	66.000000	0.000192993349629
P05	CP1	67.000000	9.82022829703e-05
P05	CP1	68.000000	0.000119707081467
P05	CP1	69.000000	9.71428380581e-05
P05	CP1	70.000000	2.6965244615e-05
P05	CP1	71.000000	3.00008214253e-05
P05	CP1	72.000000	3.20804938383e-05
P05	CP1	73.000000	9.2626643891e-05
P05	CP1	74.000000	4.62953466922e-05
P05	CP1	75.000000	3.03662181977e-05
P05	CP1	76.000000	9.50863832259e-05
P05	CP1	77.000000	0.000172555402969
P05	CP1	78.000000	3.27415109496e-05
P05	CP1	79.000000	2.47135153586e-06
P05	CP1	80.000000	2.39156033786e-05
P05	FC1	1.000000	1.28516387939
P05	FC1	2.000000	0.2787065804
P05	FC1	3.000000	0.00369730242528
P05	FC1	4.000000	0.0104485964403
P05	FC1	5.000000	0.00316170160659
P05	FC1	6.000000	0.00416732020676
P05	FC1	7.000000	0.00921834073961
P05	FC1	8.000000	0.000205619842745
P05	FC1	9.000000	0.00341239012778
P05	FC1	10.000000	0.00361578003503
P05	FC1	11.000000	0.00488548353314
P05	FC1	12.000000	0.00502609787509
P05	FC1	13.000000	0.00338229769841
P05	FC1	14.000000	0.00216681533493
P05	FC1	15.000000	0.000168749902514
P05	FC1	16.000000	0.000531235767994
P05	FC1	17.000000	0.00044905138202
P05	FC1	18.000000	0.000364761712262
P05	FC1	19.000000	0.000545106187928
P05	FC1	20.000000	0.000221110574785
P05	FC1	21.000000	0.0015241575893
P05	FC1	22.000000	0.00216267956421
P05	FC1	23.000000	0.00180920399725
P05	FC1	24.000000	0.000107345287688
P05	FC1	25.000000	0.000122879369883
P05	FC1	26.000000	0.000308895570925
P05	FC1	27.000000	0.000989792868495
P05	FC1	28.000000	0.000762526702601
P05	FC1	29.000000	0.00188643136062
P05	FC1	30.000000	0.0013773504179
P05	FC1	31.000000	0.00128172151744
P05	FC1	32.000000	0.000907748588361
P05	FC1	33.000000	0.00129258749075
P05	FC1	34.000000	0.000578904291615
P05	FC1	35.000000	1.83897063835e-05
P05	FC1	36.000000	2.87806997221e-05
P05	FC1	37.000000	0.000237982822
P05	FC1	38.000000	0.000647277396638
P05	FC1	39.000000	0.000604907691013
P05	FC1	40.000000	0.000427523889812
P05	FC1	41.000000	0.00062061479548
P05	FC1	42.000000	0.000494055100717
P05	FC1	43.000000	0.000210435318877
P05	FC1	44.000000	0.000335878983606
P05	FC1	45.000000	0.000373104703613
P05	FC1	46.000000	0.000454754859675
P05	FC1	47.000000	0.000809937948361
P05	FC1	48.000000	0.000239370769123
P05	FC1	49.000000	0.000155569490744
P05	FC1	50.000000	0.000285610440187
P05	FC1	51.000000	6.65376719553e-05
P05	FC1	52.000000	6.10787828919e-05
P05	FC1	53.000000	0.000138124174555
P05	FC1	54.000000	0.000174584347405
P05	FC1	55.000000	6.75559713272e-05
P05	FC1	56.000000	2.57123974734e-06
P05	FC1	57.000000	3.66634958482e-05
P05	FC1	58.000000	0.000192013423657
P05	FC1	59.000000	0.000336709461408
P05	FC1	60.000000	8.33661179058e-05
P05	FC1	61.000000	2.45741066465e-05
P05	FC1	62.000000	3.9464168367e-05
P05	FC1	63.000000	0.000289923074888
P05	FC1	64.000000	0.000279026571661
P05	FC1	65.000000	0.000266597955488
P05	FC1	66.000000	0.00012185065134
P05	FC1	67.000000	9.45420033531e-05
P05	FC1	68.000000	0.000253790931311
P05	FC1	69.000000	0.000145210986375
P05	FC1	70.000000	7.05364891473e-06
P05	FC1	71.000000	9.27394867176e-05
P05	FC1	72.000000	0.000224137038458
P05	FC1	73.000000	0.000300736399367
P05	FC1	74.000000	6.05208833804e-06
P05	FC1	75.000000	0.000107540072349
P05	FC1	76.000000	0.000101458797872
P05	FC1	77.000000	7.5577867392e-05
P05	FC1	78.000000	5.74085352127e-05
P05	FC1	79.000000	0.000120522163343
P05	FC1	80.000000	0.000147101338371
P05	P3	1.000000	1.99986815453
P05	P3	2.000000	0.234078213573
P05	P3	3.000000	0.129251554608
P05	P3	4.000000	0.0704807564616
P05	P3	5.000000	0.0229553189129
P05	P3	6.000000	0.00638978322968
