subject_folder	trial_index	trigger	eeg_inter_event_gap_samples_to_next	eeg_inter_event_gap_s_to_next
melina	67	1015	3098	6.196000
melina	68	1121	2926	5.853000
melina	69	1049	2893	5.786000
melina	70	1032	3023	6.047000
melina	71	1063	3070	6.140000
melina	72	1118	2893	5.786000
melina	73	1092	2926	5.852000
melina	74	1038	3069	6.139000
melina	75	1061	2973	5.946000
melina	76	1130	2934	5.868000
melina	77	1143	3083	6.166000
melina	78	1123	3049	6.098000
melina	79	1013	2871	5.742000
melina	80	1139	21968	43.939000
melina	81	1079	3059	6.118000
melina	82	1082	2961	5.923000
melina	83	1131	2982	5.964000
melina	84	1143	3084	6.168000
melina	85	1109	2892	5.784000
melina	86	1046	3063	6.126000
melina	87	1133	2948	5.896000
melina	88	1002	2993	5.986000
melina	89	1135	3031	6.063000
melina	90	1125	2913	5.826000
melina	91	1124	2903	5.806000
melina	92	1140	2902	5.805000
melina	93	1059	3083	6.166000
melina	94	1040	2944	5.889000
melina	95	1061	3042	6.084000
melina	96	1107	3076	6.152000
melina	97	1086	3017	6.035000
melina	98	1010	2899	5.798000
melina	99	1127	2917	5.835000
melina	100	1155	12804	25.610000
melina	101	1152	3049	6.098000
melina	102	1008	3062	6.125000
melina	103	1042	3069	6.138000
melina	104	1028	3024	6.049000
melina	105	1062	3038	6.076000
melina	106	1085	3007	6.015000
melina	107	1074	3107	6.215000
melina	108	1103	3115	6.230000
melina	109	1017	2916	5.832000
melina	110	1126	2944	5.889000
melina	111	1106	3004	6.008000
melina	112	1068	2878	5.757000
melina	113	1100	3083	6.166000
melina	114	1084	2927	5.855000
melina	115	1120	3059	6.118000
melina	116	1129	3037	6.075000
melina	117	1053	2979	5.959000
melina	118	1039	2979	5.958000
melina	119	1111	2935	5.869000
melina	120	1012	18134	36.270000
melina	121	1067	3007	6.015000
melina	122	1084	2872	5.743000
melina	123	1082	3076	6.153000
melina	124	1051	2913	5.826000
melina	125	1091	2990	5.980000
melina	126	1081	3065	6.131000
melina	127	1154	3104	6.208000
melina	128	1087	3115	6.230000
melina	129	1065	2871	5.743000
melina	130	1114	3042	6.084000
melina	131	1138	3013	6.027000
melina	132	1113	3017	6.034000
melina	133	1021	2903	5.806000
melina	134	1023	3114	6.229000
melina	135	1093	2938	5.876000
melina	136	1146	3007	6.014000
melina	137	1045	2912	5.825000
melina	138	1156	2890	5.780000
melina	139	1058	2992	5.984000
melina	140	1055	13020	26.042000
melina	141	1056	2948	5.896000
melina	142	1054	3094	6.188000
melina	143	1034	3097	6.195000
melina	144	1003	3104	6.208000
melina	145	1078	3024	6.049000
melina	146	1105	2923	5.846000
melina	147	1129	2948	5.897000
melina	148	1088	3038	6.076000
melina	149	1102	3108	6.216000
melina	150	1033	3048	6.096000
melina	151	1141	2951	5.903000
melina	152	1130	3025	6.050000
melina	153	1150	3045	6.090000
melina	154	1145	3030	6.061000
melina	155	1094	3108	6.216000
melina	156	1153	2924	5.848000
melina	157	1027	3097	6.194000
melina	158	1014	3059	6.119000
melina	159	1025	3031	6.062000
melina	160	1148	17698	35.395000
melina	161	1147	2997	5.995000
melina	162	1083	3072	6.144000
melina	163	1041	2917	5.834000
melina	164	1018	2948	5.896000
melina	165	1136	2942	5.883000
melina	166	1044	3006	6.013000
melina	167	1027	2910	5.820000
melina	168	1128	3041	6.082000
melina	169	1043	2984	5.967000
melina	170	1099	2889	5.777000
melina	171	1117	2903	5.806000
melina	172	1030	3018	6.035000
melina	173	1080	2996	5.992000
melina	174	1070	2962	5.925000
melina	175	1007	2909	5.818000
melina	176	1059	2972	5.944000
melina	177	1158	3104	6.209000
melina	178	1051	3049	6.098000
melina	179	1076	3062	6.124000
melina	180	1122	11725	23.452000
melina	181	1052	2972	5.944000
melina	182	1142	3028	6.056000
melina	183	1064	2958	5.917000
melina	184	1060	3073	6.146000
melina	185	1048	3004	6.008000
melina	186	1009	3117	6.235000
melina	187	1072	3000	6.000000
melina	188	1089	2892	5.784000
melina	189	1075	2934	5.869000
melina	190	1029	2892	5.784000
melina	191	1069	3052	6.104000
melina	192	1126	2889	5.779000
melina	193	1019	3114	6.228000
melina	194	1005	3108	6.216000
melina	195	1116	3024	6.049000
melina	196	1022	3108	6.216000
melina	197	1066	3038	6.076000
melina	198	1004	2888	5.777000
melina	199	1157	3083	6.166000
melina	200	1024		
zar	1	1096	3107	6.215000
zar	2	1124	2959	5.918000
zar	3	1006	2944	5.889000
zar	4	1071	2999	5.999000
zar	5	1077	2900	5.799000
zar	6	1159	3090	6.181000
zar	7	1062	2889	5.778000
zar	8	1145	2874	5.749000
zar	9	1015	2945	5.890000
zar	10	1092	3024	6.048000
zar	11	1001	2871	5.743000
zar	12	1160	2969	5.938000
zar	13	1020	3072	6.145000
zar	14	1104	3059	6.118000
zar	15	1134	2914	5.828000
zar	16	1147	3065	6.131000
zar	17	1121	3014	6.028000
zar	18	1035	2906	5.812000
zar	19	1052	2982	5.965000
zar	20	1132	22162	44.327000
zar	21	1071	2906	5.812000
zar	22	1150	3073	6.147000
zar	23	1134	2979	5.958000
zar	24	1053	3108	6.216000
zar	25	1060	3066	6.132000
zar	26	1001	2999	5.999000
zar	27	1115	3073	6.146000
zar	28	1159	3004	6.008000
zar	29	1012	3048	6.097000
zar	30	1036	2948	5.896000
zar	31	1045	2913	5.826000
zar	32	1095	2944	5.888000
zar	33	1144	2868	5.737000
zar	34	1057	3059	6.118000
zar	35	1112	3094	6.188000
zar	36	1108	3044	6.089000
zar	37	1160	2948	5.896000
zar	38	1031	2969	5.938000
zar	39	1016	2965	5.931000
zar	40	1118	19142	38.286000
zar	41	1050	2944	5.888000
zar	42	1157	3017	6.034000
zar	43	1098	2983	5.967000
zar	44	1073	2930	5.860000
zar	45	1020	3062	6.124000
zar	46	1151	3059	6.119000
zar	47	1119	3090	6.181000
zar	48	1011	3080	6.160000
zar	49	1137	2979	5.958000
zar	50	1104	2954	5.909000
zar	51	1110	2910	5.820000
zar	52	1144	2913	5.826000
zar	53	1006	2913	5.826000
zar	54	1097	2954	5.909000
zar	55	1090	3070	6.140000
zar	56	1101	2889	5.779000
zar	57	1132	3055	6.110000
zar	58	1047	2893	5.786000
zar	59	1026	3013	6.027000
zar	60	1046	19061	38.124000
zar	61	1110	2921	5.842000
zar	62	1149	3104	6.208000
zar	63	1023	2874	5.749000
zar	64	1125	2910	5.820000
zar	65	1037	3066	6.132000
zar	66	1120	3010	6.021000
zar	67	1015	3097	6.194000
zar	68	1121	2927	5.854000
zar	69	1049	2892	5.785000
zar	70	1032	3025	6.050000
zar	71	1063	3066	6.132000
zar	72	1118	2892	5.784000
zar	73	1092	2924	5.848000
zar	74	1038	3069	6.139000
zar	75	1061	2968	5.936000
zar	76	1130	2930	5.861000
zar	77	1143	3084	6.168000
zar	78	1123	3045	6.090000
zar	79	1013	2868	5.737000
zar	80	1139	19110	38.221000
zar	81	1079	3055	6.111000
zar	82	1082	2955	5.910000
zar	83	1131	2979	5.959000
zar	84	1143	3083	6.166000
zar	85	1109	2893	5.786000
zar	86	1046	3062	6.125000
zar	87	1133	2944	5.888000
zar	88	1002	2990	5.980000
zar	89	1135	3031	6.063000
zar	90	1125	2909	5.818000
zar	91	1124	2906	5.813000
zar	92	1140	2903	5.806000
zar	93	1059	3083	6.166000
zar	94	1040	2944	5.889000
zar	95	1061	3038	6.076000
zar	96	1107	3076	6.153000
zar	97	1086	3017	6.034000
zar	98	1010	2897	5.794000
zar	99	1127	2919	5.839000
zar	100	1155	17288	34.578000
zar	101	1152	3047	6.095000
zar	102	1008	3063	6.126000
zar	103	1042	3073	6.146000
zar	104	1028	3024	6.049000
zar	105	1062	3038	6.076000
zar	106	1085	3007	6.014000
zar	107	1074	3104	6.209000
zar	108	1103	3114	6.228000
zar	109	1017	2917	5.834000
zar	110	1126	2944	5.889000
zar	111	1106	3000	6.000000
zar	112	1068	2878	5.756000
zar	113	1100	3083	6.167000
zar	114	1084	2927	5.854000
zar	115	1120	3059	6.118000
zar	116	1129	3038	6.077000
zar	117	1053	2976	5.952000
zar	118	1039	2979	5.958000
zar	119	1111	2933	5.867000
zar	120	1012	12396	24.793000
zar	121	1067	3003	6.006000
zar	122	1084	2868	5.737000
zar	123	1082	3073	6.146000
zar	124	1051	2913	5.826000
zar	125	1091	2987	5.973000
zar	126	1081	3066	6.132000
zar	127	1154	3104	6.209000
zar	128	1087	3114	6.227000
zar	129	1065	2872	5.744000
zar	130	1114	3042	6.083000
zar	131	1138	3014	6.029000
zar	132	1113	3017	6.034000
zar	133	1021	2906	5.812000
zar	134	1023	3112	6.223000
zar	135	1093	2938	5.876000
zar	136	1146	3006	6.012000
zar	137	1045	2914	5.828000
zar	138	1156	2889	5.778000
zar	139	1058	2993	5.986000
zar	140	1055	18726	37.450000
zar	141	1056	2948	5.896000
zar	142	1054	3094	6.188000
zar	143	1034	3097	6.194000
zar	144	1003	3104	6.208000
zar	145	1078	3029	6.057000
zar	146	1105	2920	5.840000
zar	147	1129	2944	5.888000
zar	148	1088	3039	6.077000
zar	149	1102	3108	6.216000
zar	150	1033	3048	6.097000
zar	151	1141	2951	5.902000
zar	152	1130	3025	6.050000
zar	153	1150	3044	6.089000
zar	154	1145	3031	6.062000
zar	155	1094	3112	6.224000
zar	156	1153	2923	5.847000
zar	157	1027	3097	6.194000
zar	158	1014	3056	6.112000
zar	159	1025	3027	6.055000
zar	160	1148	12374	24.749000
zar	161	1147	2994	5.988000
zar	162	1083	3069	6.138000
zar	163	1041	2916	5.833000
zar	164	1018	2945	5.890000
zar	165	1136	2944	5.888000
zar	166	1044	3007	6.015000
zar	167	1027	2906	5.812000
zar	168	1128	3042	6.084000
zar	169	1043	2982	5.964000
zar	170	1099	2889	5.779000
zar	171	1117	2899	5.798000
zar	172	1030	3017	6.034000
zar	173	1080	2997	5.995000
zar	174	1070	2961	5.922000
zar	175	1007	2906	5.812000
zar	176	1059	2972	5.945000
zar	177	1158	3104	6.208000
zar	178	1051	3045	6.090000
zar	179	1076	3063	6.127000
zar	180	1122	14239	28.479000
zar	181	1052	2968	5.936000
zar	182	1142	3028	6.057000
zar	183	1064	2958	5.916000
zar	184	1060	3073	6.146000
zar	185	1048	3003	6.007000
zar	186	1009	3118	6.236000
zar	187	1072	2997	5.994000
zar	188	1089	2892	5.784000
zar	189	1075	2934	5.869000
zar	190	1029	2892	5.784000
zar	191	1069	3052	6.104000
zar	192	1126	2889	5.779000
zar	193	1019	3114	6.228000
zar	194	1005	3108	6.216000
zar	195	1116	3024	6.049000
zar	196	1022	3107	6.214000
zar	197	1066	3042	6.084000
zar	198	1004	2889	5.778000
zar	199	1157	3083	6.167000
zar	200	1024		
